content,polarity
hoy ha sido ver a un perro muerto en el anden izdo. de la autopista huelva-sevilla y entrarme toda la impotencia del mundo ,N
".@DavidCpsberga @goslum Vamos, que usted es el portavoz de 2 millones de personas. Una inmensa... minoría. ¿Le molesta la ""minorización""? ",N
@tomasin_zgz ¡Hola Tomás! ¿Habéis visto los nuevos #dinos de #TierraMagna? Es normal que haya colas antes de que comience el espectáculo ,P
Ya se acaba el ineternete ,NEU
"Shit se fue, voy a por un pitaso ",NONE
"6 momentos en los que usar lentes de contacto es simplemente mejor  ¡Feliz lunes! 
https://t.co/x06G1nkaH1 #optometria #lentesdecontacto",NONE
"Algunos están Sad 24/7
Otros están Indignados 24/7

Yo estoy Cachondo 24/7
",NEU
"@umaprepon @beyondhell_ @ohwowfuckyou_ 
No os habéis dado cuenta de que la puesto El verdaderx fotógrafx...EL solo puede ir con masculino ",N
@LokiMondrak La verdad es que yo tampoco hubiese sabido reaccionar más que con violencia verbal/física hacia sus agresores o sus padres ,N
"@ttlemans sí, supongo que usas el ave de nevera y ya cuando llegas a casa después de 10h pateando te fríes un cachopin y no vas al mcauto ",NEU
"en serio, tenéis que verosla ya ",NEU
Siento el Spam. Quiero que comprendáis  y compartáis conmigo la felicidad de este momento. Espero ser el mejor Capitán de todos! ,P
@LGuillermodePab hay que ser optimistas ,P
"Soy a tus pies Mariano Rajoy Brey @marianorajoy,en francia no hay otros partidarios que yo aunque no tengo mi tarjeta del PP  Viva Espana!",P
@Ancar_Lol Siempre buscando algo mejor  Ahora estoy bien y cobro bien. Pero puede que vaya a una del Prat!,P
"Perdon, las dudas en Twitter a traves de #askLFI  Las ayudas #ayudasLFI es una convocatoria de ayudas, muy interesnate tambien ",P
"@VicentMoreraVCF @kennysamuerto @LoboVCF vale, pero de Rodrigo yo espero poco y Nani es una puta incógnita como va a rendir. Falta un 9 ",N
"Hoy, en las desventuras de Albert

Sin agua que salga de ningún grifo en el piso. Ha decidido que no sale hasta nuevo aviso ",N
"@fxnoname @BETWIN__ eso no se le debe decir ni a tu peor enemigo, que cruel , nadie es peor que el caramusgo del torete ",N
Creo que alguien me ha bloqueado. Es una sensación rara porque empezaba a tenerle cariño a esa persona y no lo entiendo. Me siento mal ,N
@TartadeDurazno es lo que tiene ser un cereal ,NEU
"Cambiar ""El mejor sistema™"" y la educación médica en España será complicado, pero con gente como vosotros tengo fe  @dantachan @ariasemmap",P
@santizuza  vete buscandote un ayudante que sepa de medicina porque entre Digard y Riviere haras las cronicas desde la enfermeria ,N
"@GuilleBouzon @ConPdeJulandron creo que antes de insultar una cara deberias mirarte al espejo Guille. Ah, y quien ríe último rie mejor ",N
"@Alex_Dieer ya ves eh, estaban amargados ",N
"@SrHador No estoy de acuerd retwitteo cuando creo conveniente, pero aporto mi opinión citando y divulgando, y así seguiré  @EnekoHumor",N
¡Hola @estrellalevante! Una pregunta? La visita a la fábrica es gratuita o hay que pagar algo? Un saludo bonicos y bonicas mios! ,NONE
"Yo mantendría que toby está vivo si no fuese por el tuit de keegs, por el insta de troian de hace unos días..... Esas cosas sabéis ",NONE
"Últimamente, me están siguiendo chicas con perfiles bastante subidos de tono en Instagram. ¿Para cuándo un chico decente? ",N
"Momento #emprendedores en el Congreso de los Diputados ahora mismo. Siempre se cita a las startups, no a los innovadores sociales ",N
"@SnipShit_ Yo tengo un par, pero son sólo R ",NONE
"@crisasanz claro, yo no digo que sea fácil... Para nada, yo llevo años intentándolo y será mi trabajo vital, pero quiero intentarlo ",P
@Chorraera FP lo tiene vetao ,NEU
"@CelopanYT en el último vlog, al título le falta una E en la palabra ""ENTRAS"" supongo querías poner ""ENTERAS"" ",NONE
"Acabo de jugar en manual a PES 2017 y dios, como cambia el juego, jugando en leyenda, en 0 de velocidad, IMPRESIONANTE #PES2017 ",P
"¡Buenos días! Aquí andamos, con el Síndrome post-Uncharted 4 :S
Necesito jugar los 5 de golpe... Peeeero no hay tiempo ",P
Alguien sabe como o dnd comprar la camiseta roja de la Vuelta que llevan l@s trabajador@s de Carrefour? Gracias  #PelotónCarrefour,NONE
"salir de trabajar, mirar un par de cosas del canal e irme al cine a ver mascotas con los amigos¡ planazo de sabado  ",P
"@PanadesPb @DenebGabe @VeuCat @Rorschargos Que @tv3 es plural?? Cuantas horas, del otro idioma oficial, emite?, No es de todos los cat? ",N
Más de lo mismo...esport3 dando un partido de 2ª B entre #rcde y valencia y no se cortan un pelo en decir que el far$a marca en Bilbao ,N
@Txemacg @antoniosanto Yo lo hice en el cole ! Fuimos a trafico un par de días a aprender a circular con bici  (Colegio público),NONE
"Marca el valencia B el 0-1 en la DANI JARQUE, hay que decir que jugamos con 1 menos por expulsión más que rigurosa de un defensor perico ",NEU
Mañana vuelvo a trabajar después de 15 días de vacaciones. Donde quedan los 3 meses de verano de pequeños?  #QueDuroEsSerAdulto,N
@teldcc_xoxo nenaaaaaa viste como me va creciendo la enana ?? Se te extraña un buen wey..enserio  esas platicas nos falta...Gracias❤❤,P
"@BigZetaYT @weastbrook Que yo recuerde mourinho ganó una liga,el barça dos,los dos una copa del rey y el barça se llevó una Champions ",NONE
"@Zimlaar ¿Solo te preocupa el número de followers? Me lo imaginaba... jaja 😂
Ellos mismos piden que haga quedada ",NEU
@o_clinico y según tu ojo crítico  debe abrir toda la ciudad o solo zona puerto-anaga-plaza España?,NONE
1477. No pero porque apenas hay confi ,N
Votado en este no en el otro ,NONE
Soy un chico muy perverso ,N
"Y tan amargado, porque no me lo chupan ",N
la vida me tiene muy confundida ,N
@MsVelouria21 Pero pero porque eres muy guapa ,P
@Caspitoo pero eso no es abstracto ,NONE
@DarkPortu ya ya pero aún así no me convenció ,N
"@DoloresParis Es que no, ya estoy cansado ",N
Las mejores fotos son las que no se ven  ✨🌟,P
La verdad es que hoy tengo un buen día ,P
@LleonardPler ¡Ya ves! Eso es fundamental ,NEU
@ClaraNyanNyan y lo bonitas que las tienes? ,P
estoy contenta y cagadisima a la vez ,NEU
@LuciaNogueras entiendo que en el mal sentido? ,N
@crtkftauryn que no en serio ,NEU
@LidiaWBlog que es un envidiosillo ,N
"@Ximnart ya, aún así... no me fío de la gente ",N
Pero si eres mi pelado  @Slammactivao,NEU
Pos yo tambien estoy triste ,N
Apagado o fuera de cobertura ,NONE
@Tidxs_ ay  mejor eso que nada no?,P
@WgWillyG el mejor bae que he tenido ,P
@LadyEternalSed son mucho más emotivos ,P
@SusanaTRuiz eres muy pero que muy inteligente ,P
Buenos días bbs qué tal yo mal ,N
@fevafer tio no me lo recuerdes ,N
Pero cada vez lo tengo más claro ,NEU
"en serio, te amo @LeoDiCaprio ",P
No soy capaz de dormir ,N
"@CarolinaFTAM jo,es que es mortal ",NEU
@LadyGraphene a la próxima a ver si os veo ,NONE
Me están diciendo que era feo de pequeño ,N
@iChuso Que ya ha empezado tio ,NONE
@LeprosaNoMas Y que sea yo es triste ,N
los rts de Leila son los mejores ,P
@KOPURISTA Algo estoy haciendo mal ,N
Joder tio pero porque tiene q pasar de mi ,N
Tengo un imán para los ADC retrasados ,NEU
clrealy no es una indirecta ,NONE
Y mi tl ya está muerta ,N
Es que es muy guapa ,P
"@achocoblog oye, 7/8 no está nada mal ",P
Tengo un poco abandonado el tw ,N
por qué tengo un nombre tan feo ,N
Se me dan muy mal las despedidas ,N
@remardifuck a mi ya se me fueron los 2gb ,N
"Es increíble y tal pero no , no voy a ir al TH ",NEU
Un AI The 100 sería lo mejor. ,P
Ya se que soy lo peor pero jo ,N
Estoy nerviosa y no sé por qué ,NEU
"En fin, yo no se ni para que me molesto ",N
Bel para con el porno ,N
A las 17:30 pillo el bus ,NONE
Es que es tan yo...Siempre estoy así ,NEU
hoy no me voy enfadada ,P
Desde cuando yo no soy cariñoso? ,P
"Si ana está feliz, yo lo estoy ",P
¡Un día nublado no tiene que ser un mal día! ,P
soy una de las viejas ,NEU
Ay tío es que es tan perfecto ,P
Que no soy mas sociable ,N
No se uno de los dos yaaa ,NONE
Hoy es un dia bonito ,P
Hoy me veo muy guapa ,P
Todo va de mal en peor ,N
Tengo esto un poco abandonado ,N
Pro no es muy estetico ,N
Que triste y de todo estoy ,N
Quien me ha llamado fea ,N
Pero soy tan pobre que ,N
Cerquita de los 4k de elo ya ,NEU
Hoy no es un gran día ,N
Porque soy tan gafe porque ,N
Hoy estoy un poco triste ,N
"a to esto, el tio de ono no ha venio ",N
"@ManuelDezGalian no, pero a las 7:10 si ",NONE
No me habéis curado el sad ,N
Es que me lo como de lo bonito que es ,P
"@IgnacioJurado a mi a las 8.15 que son las 7.15, no too bad ",NONE
Tio el final de sao ,NONE
@GeorgeBleach ya sé que es feo pero ,N
Día poco productivo el de hoy ,N
@_aliciagonzg uf es que es muy emo ,NEU
A ver qué tal el renacido ,NONE
que feliz voy a ser a las 3 ,P
Mal tengo que extudiar y tu ,N
Tendréis hoy vídeo a las 12 y a las 15 ,NONE
Eso sí voy a ir muy muy lenta ,NEU
Con lo tranquila que yo estaba... ,NEU
Un NOSOTROS así de grande por hoy ,P
Se fue a Rusia tio ,N
"Tanto sad, tanto sad...
Pues yo también estoy muy sad hoy ",N
Por qué un partido a las 10 a.m. ,NONE
Me he distraído con La Voz ,NONE
están todos muy sad hoy no ,N
Para mí mi mejor año fue el 2015 ,P
Hoy va a ser un dia muy largo... ,N
11:11 que no me encuentre mal ,NEU
Es que son muy bonitas jo ,P
Que no jo que no soy tan irresponsable ,P
@noseashetero 1000/10 de verdad a ti que voy a decir petarda que te quiero más que a mí mismo  ✨,P
@piscolabisaereo @HistoriaNG @SPosteguillo las tengo pero aún no las he leído. Caerán prontito ,P
"Al final han sido 3h  Bueno, mañana tengo fiesta así que.. No me quejo ",P
@Jorge_Ruiz14 yo no tengo tiempo para esas cosas ahora mismo ,N
@_MissChaotic_ ves ese brillo? es un coso que hace que se sepan a kk ,N
Tengo una perrina adorable... Sabéis que me acompaña hasta la a habitación cuando me voy a dormir? ,P
"@juankipua Es que en el Ojeando el año pasado tampoco, tiene muchas canciones ya jajajajaja ",NEU
"Bueno, estoy en la batalla final del Conquista y ya después me faltaría Revelación ",NONE
@CondeDuqueMAD ¿mañana sábado 31? En que día vives?  Mañana es miércoles 31.,NONE
"@agcasti y el caminante ante el mar de niebla, uno de mis cuadros favoritos en portada ",P
@vitojph ¡sí! Y me ha encantado  ¿Tú ya las visto? ¿Cuándo comentamos?,P
@aladroqe Se me olvidaban los grandes @2qblog y @estapillao ! A ver si os interesa es hilillo ,NONE
"@pendragoncillo Mejor si pones un link a la cuenta, me ha costado encontrarte.. ",N
@Majoras_Mark Por?  Tenía pensado verla después de la segunda de Daredevil ,NONE
"@SoofRawr + ni el de al lado, la ""manita"" que usas para que se vea como más negro ",NONE
Llevo despierto desde las 8 porque un puto mosquito estaba volando en mi puta oreja y ,N
@ArchivoSGAE Qué estupendo. Y... ¿cómo os lo encargo?  ¿Es la estupendísima versión de Barce..? ,P
Cosas que enamora las tostadas calentitas a estas horas de la mañana ,P
"Hola buenos días, me he dormido a las 5 y algo y me acabo de despertar y se me ha ido el sueño ",P
@omixam no creo que hayan diseñado una tipo propia ,N
@perriestheory sabes que en 2012 o 13 tenía una novela de mierda en la que perrie era mala ,N
@CarlosSadness en ninguna porque no te he visto en directo  concierto en madrid pronto pls,NEU
@uravity_ lo se pero tengo la esperanza de que en realidad sea un personaje mucho mas oscuro ,N
Pa una vez que me pongo a ver películas con un amigo y se queda dormido ,N
"@Hanita_chan nfin, no puede ser peor que un minikayato 
Clauyato is real",N
@KharanosGame Que Kinox no me quiere   zi yo zoy buena perzona,N
"Este viernes iré al cine a ver #NoRespires para celebrar mi cumple. Por cierto, no estáis invitados ",NEU
"Podríamos empezar septiembre desde el día tres, no sé, estaría guay ",P
y lo peor de todo es que funcionaba maldita Jaco como te quiero ,NEU
aqui fardando de que soy vegano desde hace 2 dias con mis amigos de tuiter! ,P
@MisfitStormer pues hay gente así de mala por el mundo ,N
@Mentestropeada Atraigo por los dos lados es un problema duro ,N
@YG__GF me ofrecería pero gerald es demasiado lindo ,NEU
@baad_news es dirección de proyectos en empresas audiovisuales ,NONE
Como destrozaba el puto movil ahora mismo ,N
#DiaDelVideojuegoHC por todas esas grandes tardes que nos hacen pasar y las que pasaran! ,P
"@DarkGiirI que va tía, muchos son viejos de mi madre, otros del chino. Los que me encantan y me estoy comprando son los del Kiko ",P
Parece que hasta mañana no podré catar el madden. Hoy no habra directo ,N
Mi compañero de trabajo será mi futuro marido... que pena que no lo sepa ,N
@Reporte24ES @LaVerdad24ES fallecido hace meses. Hay q contrastar. ,N
@Yore89 necesito mi ración de atención diaria que si no no mantengo la autoestima ,N
"@CristyStruky Gracias por dar a ""Me gusta"" a nuestros tweets  ¿que tal? ¿estás trabajando Cristina?",P
@Club_Ratoncito Nuestros niños no andaban de lo más animado con eso de que se acaban las vacaciones... ,N
@vivanlospipis ser es muy malo pero bueno te salvas porque te queremos igual ,P
Pero solo cojo 5 días porque me cambio de curro y ,NEU
"@dorysmemories Yo también me lo imaginaba así! También soy de las que creen que el casting es buenísimo, al menos yo estoy contenta ",P
Despues de trabajar duro me merezco mis caprichos ,P
@LorasTyrellSer Yo también te puse algo bonito. Cuanto desprecio ,NEU
No encuentro el mando de la tele y me estoy poniendo nerviosita ,N
Lo mejor de estar ya en Málaga es poder ir a ver Escuadrón Suicida esta tarde ,P
"@LaFeaDelBaile insoportable? Eso es lo que tú dices  Ya nos contarás, espero que vaya todo genial ",P
@toniroldanm y por cierto el respeto (y en mi caso admiración) es mutuo ,P
"@CainQ yo he subido una en gayumbos hace nada. Qué poco me lees paisana 

  @Ichabod1880",N
@EskizoSirenita hay que ser mala persiana para quitarte esa diversion ,N
@myvidaconlibros ¿verdad que sí? Yo también me quité un gran peso de encima ,P
"@cardinaleconnor Mañana no :(, pero seguro que hay gente buena  @cuatro @mananascuatro",NEU
"@DeathManu94 @piercetheidiot ya lo sé, pobre Uno  Te acompaño en los feels",N
@_anarKopunK_ @jkarlos1998HD y aún así estoy en el campo   y l edición coleccionista tengo que acabar de pagarla,N
me mantengo optimista pero se me hace difícil a veces de verdad ,N
@tachina @EW @Outlander_STARZ Sí! Yo creo que vamos a acabar muuuuuuuuy contentas ,P
"Vale entiendo, no he estado rápido en la bajada, pero hay es donde habría que haber entrado  

@ivanovlaguna",N
"@GxDRadioGalega Correcció ""Nin se nos pasa pola cabeza NON ser segundos"". ",NONE
Ha muerto mi profesora de volumen/escultura y en serio que bajonazo ,N
"Haces que se vaya mi melancolía, me devuelves de nuevo a la vida ",P
@Sakura1474 tia que estoy a punto de acabar la novena voy con retraso ,N
@Madridonasangre yo acabo de aportar mi pequeña contribución. Te sientes tan bien! ,P
@dfresneda_UNED pues la aludida ...y yo mismo...sí...Buen día ,NONE
Hoy una mosca no me dejó dormir y me cago en su puta vida ,N
"@Aldepadorio es un gran, gran tipo  @cesarmuela",P
@FraanBMJ pero entiende que era nuestro sueño  además cuando la vi creo que estábamos en 5 de primaria o algo así,NEU
@Yuremonplsxd @PequeChikane Aquí habemos  me he saturado al leer eso idnwhy,N
"@Jorge_LBU Espero que te mejores pronto, vomitar es muy desagradable ",N
la chancla representa el asco y lo muy harta que está mi madre de aquí la menda ,N
"Hola @xabyjordi gracias por la información, tomamos nota  Qué tengas un buen día",P
"@TheFuzzCanyon gracias por etiquetarme, pero no suelo hacer estas cosas ",NEU
@KikeMlaga @sanchezcastejon ¿Socialistas honrados? Esto es un oxímoron. ,N
"que le pasa a mi tumblrr o.O
se ha vuelto extraño, no sale la musica ",N
"Cada uno que busque sus mecanicas, pero que lo haga rapido antes de morir y eso ",N
"@suomijon @chemiF1 @WinfieldF1 ... bien pienso que tú te enquistas en temas secundarios sin ver ""toda la película"". ",N
Ojalá alguien llamandome bonito o precioso  sad,N
@Sasnak95 @Muzska89 o hacemos presión social o esto no avanza ,N
@aIfonsofr no lo consigo  ayudame porfi que es super importante,N
"Despues de tener el combo perfecto pa sentirme como una mierda, a dormir ",N
Necesito ver por lo menos una vez más a Riri para irme a dormir más conforme. ¿Por qué tienen que echar a estas horas la gala?  #VMAs,N
"@OnSuicidio es una barbaridad de dinero, y aunque lo tuviera no puedo porque se contrata antes del show  -Noe",N
"@jose97angel ¿eliminada? Nooo, no la han eliminado. Pasó a la semifinal el otro día ",P
@jonathanchacon te deseo muchísima suerte en tu próxima aventura tío ,P
"@EduHdez7th @UDLP_Oficial Preciosa vista y gran resultado, enhorabuena ",P
"@_MrsCristina te amo, aunque parece que te has dormido cuando quedaban 5 o 6 ",NEU
@MataTweet @Alejandro_Novas jajajajaja. El All Bran es Pro!  Buenos días compis! ,P
De verdad desde que me puse las gafas moradas no soporto a ningún tío y ,N
"El puente mas bonito de la constitución este año en Alicante 12,13 y 14 @zaharapop en directo y allí estaré ",P
"@ce_roses Ouch, ya no llego, a ver si para la próxima si que puedo  un saludo",N
Aaaa aaa estoy tan cansada y me espera una semana tan horrible hasta el jueves que ,N
"@Fourty35 

Es este chisme, que no expresa los matices. No era la idea el elemento cortante.

",N
"Venga va hasta luego, solo he dormido 3 horas ",N
"@Ronronia @MsLectora Uf, los freudianos! Vinieron a tomar café el miércoles y aquí los tengo aún,  acampados en el pasillo  Bon dia ",NEU
"Un vibrador que nos estudia...se adapta a nuestras necesidades.
Lo mejor del #Verano este #juguete inteligente 

https://t.co/VLgBuWnYX7",P
"@carlachan Ja ja, hay gente muy cansina, sobre todo a partir de cierta edad, paciencia... ",N
"@emedemo holaaaa de origen vegetal  nunca nunca nunca de origen animal, buen día ",NEU
"@gilthoniel_1987 Si estoy trabajando 😭, con vistas eso sí. Buenos días!! ",NEU
"@eenriquelopez era por troleaer, usar store data  valdría auqn tampoco sería preciso. #troll",NONE
oir a @KNekro  y a @G4G_Revenant que haran directos del wow pero no se acuerdan que el server lo mas seguro ni que vaya  jaja ,N
@ElnAlfaro Sí. En realidad no pensaba q fueran a recortar tanto. La querencia es mutua ,NEU
"@lococamionero @pnique no, si pagar le pagaba bien, tranquilo ",P
lo mejor de to es que me examino justo el dia de mi cumple pero bueno la vida ,P
"@alejandrosanmo @luisalisferrer Hay una historia escrita donde salen las mujeres, pero no es tan popular ni se estudia en las escuelas ",N
"@Valenciazombi Genial! muchas gracias. Mi fanpage de FaceBook sigue activa también, aunque yo no entre ",P
2. Si. Eres mi crush máximo aunque te considere de mis mejores amigos ,P
Digo yo que tengo mala memoria y mi vecino se ha tatuado el nombre de su mujer ,NEU
@enriccortinhas Mil gracias por compartir Enric! Feliz noche ,P
@BrokenCr0ss_ Eres mi emo fav. Lo de emo es coña se que no lo eres. Quiero verte. Cantas muy bien maldito. ,P
@IleniaGarcia @LauraHerreraCb @Caro96lina @LaraRMartin HAHAHAHHA MMM NOS VAMOS EN 2 semanas y no tenemos ni hotel Pa la primera noche 😂😂😂 ,N
@YumaRuchi sigue mejor que mi pelorizo  FeelsBadMan,N
Limo sadboy de mierda la vida es maravillosa ,NEU
"@marcasgz ufff ni te imaginas, y claro encima dándome golpes en la cabeza por mi sentido del humor ",N
"Aquí tenéis el segundo vídeo del día  14 días para tener PES 2017 y la demo de FIFA 17!! WUOUUOO 

https://t.co/8hh6Fu6kRB",P
en verdad me duele la vida recordar este momento porque fue tan bonito ,N
"@CharlieSkelter ehhhhhhh ese no he sido yo, y lo digo muy en serio  hasta los cojones de que me roben mi puto identidad.",N
Que mal rollo da dormir sola diariamente en casa ,N
"Lo que ma el ser optimista que hay en mi (qUE LO HAY AUNQUE SEA MINÚSCULO)
Lo que meno el hecho de no confiar  https://t.co/OafLkK91G2",NEU
Bueno ya tengo unos links guardados para el summer finale de pll  Espero que me funcionen hmm...,P
@Pedroner Pues deja de hacer en pervertido y de viciar y haz algo por tu vida ,N
"Dicen que Twitch va mal hoy, pero aún así os pondré stream en 20 mins ",NEU
"@jjsaenzde A mí me haces un favor, encantado  @srtagalicia",P
@arturocaracuel @javifontalba @joaquinito71 @desmarquemalaga el.partido estaba pa Lugano ,NEU
@manueljorgegh @RLloria gracias  feliz noche a ambos!,P
"Necesito dos rodamientos, Marcos mañana traemelos porfa ",NONE
@lantoli podemos usar el término.equipo pepino ,NEU
@GermanDZ @jmbeas @CarlosTheSailor @penguinjournals Yo creo que el consumo cerebral es inversamente proporcional a su uso ,NEU
"Tengo poco dinero y poco nivel (nivel 6 bitches). Así que nada de historia, farmear y contratos a muerte ",N
@ranoeldelbar @HacheFilardi @Noel_PI Claro claro! Buscamos justo los otros ,NONE
"@mividaaburrida @juanpabloraba por dios que guapo sale, que pena que en españa supongo que no saldrá ",NEU
"@Soukron si mi salón de 25m pasará a ser de 50… igual si, pero para mí caso ahora mismo, ideal ",P
"¡Eh @rccelta_oficial, #GuidettiNoSeVende! 

Pero entre nosotros... Si lo vendéis, mandarlo para Valencia eh  #AmuntValencia #HalaCelta",P
@ricki33_ me quedo con la tónic ya sabes que soy un clásico ,P
"@whoscabello Es que es verdad, prefiero mil veces que estea sana que ir a verla al concierto y que se encuentre mal ",NEU
"@LaQueSoySiempre @ealbaga Por desgracia vende más  ,riñas,trifulcas,peleas,al cuello!! mátalo!!",N
"@SoRaRaP eso sería más propio de ellos, yo no me ensucio las manos con personas dependientes ",N
"@LaQueSoySiempre Te comprendo,dominar y anular como haces tú conmigo al HABLARME en voz ALTA,ok ",N
"@GemitaKbyos ¡Enhorabuena! Eres la ganadora del sorteo,escríbenos por mensaje privado para darte el premio ",P
"@AitanaZD ¡Enhorabuena! Eres la ganadora del sorteo,escríbenos por mensaje privado para darte el premio ",P
"@Noel_PI habrá, pero no conozco y tb habrá mucha etimología popular falsa... El Wiktionary para mirar uno por uno va bastante bien ",NEU
"@xladyoflight claro que sí, París merece mil visitas ",P
.@FestivalGigante vamos a estar desde primera hora viendo a @GoleYaika y @SonogramaGrupo pero son bienvenidas alternativas emergentes! ,P
@Safreeoficial y pfff...tambien la gente me caia genial..y me da muchisima pena ,N
"La persona vale para algo. Otra cosa es que no te creas lo maravilloso y ese arte que puedes desplegar..fingelo hasta que se exprese.
",P
"@pmklose Le conocí en 2011, me pareció inteligente, respetuoso y respetable, pero combativo, si... ",P
@cartoblasto @mrobaina @uby77 no seas malo  se pide sobre PIB  déficit 4% es 40.000 millones gastados + que ingresados jaja,N
@AliceDesuDesu Legion>Novia? Lo bonito es Legión + novia en el pack  asi juegas con ella.,P
@RaulVCF__ ya y asi se va a quedar hasta que encuentre una de villa nueva en calidad ,N
"Doght es amable,Doght es cariñoso,todos quieren un Doght,disponibles,en ninguna parte ",NEU
@albertbru una especie de Titanic pero en versión cutre no? ,N
"15. No me gusta el término  
16. Meh 
17. Depende de qué
18. No 
19 Un perrete prechiocho 
20. No
21. No
22. El año pasado",NONE
"@maaryamxd le doy a me gusta como fuera Rt ya que tu cuenta es privada,vale? ",NONE
@xtrelok pero del practico ya? No me dijiste que hacías prácticas. ,N
@jimena9011 @JM_VelascoG muchas gracias! feliz noche a ambos ,P
"@SiMeLaTarareas @HacheFilardi @Noel_PI sí, los epónimos!  como ""rebeca"" también ",NONE
"@magoangelESP mago dejaras el vídeo subido en youtube, es que ahora no lo puedo ver ",NEU
@BorjaCastejon Llévales bibliografía! La evidencia en educación médica existe ,N
"Si papá vas a regalar mi piano, tranquilo que te dejo, no te preocupes ",P
@ShiyuuTeikoku @__Frostmourne__ y ojo no les nombres el HSM que se ponen todo dignos ,N
Me retuitea gente que no conozco y sus amigos no tiene los mensajes abiertos y no sé que haser ,N
@esther_trota Espero que te guste  Escocia es precioso!,P
@lonchbox @ipatri @Joan_Artes @martasimonet @malabache @YouTube el dulce de leche hizo mucho daño ,N
@Aitorek @ArvenLoL yo ya en eso no me meto  sacar las cosas de contexto y llevarlas a tu terreno es algo diferente,N
"@_rvng En Castalla (Alicante) muy oportunamente, a primeros de mes celebran sus fiestas de Moros i Cristians i todos están de fiesta! ",P
"@MonicaRuedats gracias, Mónica! feliz noche, guapa ",P
Encantado @juanl_cruz  estás siempre bienvenido. Espero visitaros en Málaga antes ,P
@Maleski ¿Y a tu agente del CNI no le deseas buena noche? Pobre. ,N
@AngryCharlio ostia... jugaba a uno de los primeros en la SNES en japonés!! Y lo jodido es que lo acabé  Me encantaban estos juegos!,P
@Pablogorrito @Yulian_Poe Vale me san confundio los oido  hacía mucho que no escuchaba el cara al sol JAJAJA,N
"@Suli22 ni siquiera llegué para ver las competiciones de Río en directo, solo las barras asimétricas de Aliya ",N
"@ialcazar @CarlosTheSailor @kinisoftware @tolivern Ah! No se, yo uso sickrage que no entiende de divisiones ",NONE
"@Pablogorrito @Pablo_VzP No sabe a mierda, está muy buena ",P
"@Tokpelotas @Carlbozal +1 y coincido, no imaginaba que el 4k se notaría tanto a esas distancias. Pensando en pasar a Netflix UHD ",P
@BornToBeJuan lo siento Juan ya sabes que soy hetero ,N
@thorelvasco @PabloGenis yo no me tiro pedos soy un princeso ,NONE
Mi móvil no me deja abrir los grupos y tengo unos 600 mensajes así de regalo ,N
"@GinaSieben Pues sí, es precioso como bien puedes ver en el vídeo ",P
"@mtscano veo ahora mismo más fácil el sí del PNV mañana, ha dejado clarito lo que piensa del diálogo aquí ",NEU
"@johnny21es Bueno, me piro a la piscina , que hace un día estupendo ",P
@aparachiqui @kikollan tu suma a una semana de verte abocado a elecciones ,NEU
Isco con Juande no seria titular y lo sabeis... al mister le van mas los Tissones... ,N
"Esto de salir a en punto de casa, y que el bus tarde 10 min en llegar, y vaya muuuuuuy tranquilo no me gusta. Eh? ",N
@offerrall @DarksDiego997 se puede hacer directo desde la ps4 sin capturadora ,NONE
Me meo con las voces españolas  encima pronuncian Raven como /raiven/ en vez de /reiven/.,N
"@Noel_PI Y Noel significa Navideño, pedo también lo asumimos. Pero alguien lo tuvo que poner por primera vez ",NONE
"tengo muchas ganas de mimitos, y sabia que pasaria y ahora pos 
a ser fuerte o algo",N
"la verdadera eriichii me hubiera dado besitos
SO MARRANA ",N
"@hectorboigues ay, pues gracias... 
Al menos tú sí lo ves como algo ingenioso... Ayer me dijeron que tenía un insufrible sarcasmo ácido ",NEU
@Nadieelosabe Vale vuelvo a preguntar. No sabia no que te siguiera ,NONE
@SEGAFORLIFE es la feria de mi tierra  Solo espero que sea un éxito y ser un gran anfitrión ,P
"@HCFanego @almoregan Gracias, tú también  Por cierto, vete rellenando la bodega, que el 17 estoy allí",P
"@mercesori @clicfox ¡Enhorabuena! Eres la ganadora del sorteo,escríbenos por mensaje privado para darte el descuento ",P
"@Sara_Bouvier nada, yo por lo menos cuando compré la guitarra eléctrica me salió muy parecido a sí la hubiese comprado en Thomann ",NEU
"Un poquito de Ministerio del Tiempo y a dormir, que mañana hay que hacer muchas cosas 
Bona nit",P
"@SonrieXRIZ ya  Si algún día soy rica te llevo conmigo a verlo a donde sea, promesita 👉👈",P
"No, no. Ya no te quiero, me declaro soltera a partir de ahora, me has hecho daño  @carjudi6",N
@imconnorstruck mi corazón dejó de palpitar como una papa frita cuando empezó el capítulo  #PLLSummerFinale,NEU
"Lo mejor de todo...la felicidad  
felices porque pronto veremos la boda de J&P… https://t.co/RXtpPrcVe7",P
@forbaltihood De nada jo a veces solo hace falta esperar y tener paciencia ,P
@Haplo_Schaffer Lo mejor son sus amiguitos defendiéndole diciéndome a mí que pase página cuando es él el que no me deja en paz ,N
"@BubblesaurTV eso es lo peor de todo, de verdad, no se cómo no les da vergüenza, me dan ganas de llorar ",N
@CheeseLena_ emberdá mis dibujos del paint son mejores ,N
@plcido_vzquez @cultrun creo que duran más que tantos amores eternos ,NEU
"@hectorboigues a preguntas mediocres, respuestas ingeniosas...  ",N
"@lorzagirl oye, que mi madre se le cortó la leche  y mirame, 1,85 XD, aunque algo enfermizo de pequeño. Ahora, lo de la leche X...",NEU
